TournamentID,PlayerID,PlayerStrategy,PlayerScore,PlayerWinRate,PlayerLossRate,PlayerTieRate
1,P17,AllC,2.412592592592592,0.18518518518518517,0.7407407407407407,0.07407407407407407
1,P18,AllC,2.4138888888888888,0.14814814814814814,0.7407407407407407,0.1111111111111111
1,P19,AllC,2.450555555555556,0.1111111111111111,0.8148148148148148,0.07407407407407407
1,P20,AllC,2.435,0.14814814814814814,0.6481481481481481,0.2037037037037037
1,P21,AllD,2.2590740740740745,0.7222222222222222,0.24074074074074073,0.037037037037037035
1,P22,AllD,2.270555555555556,0.6296296296296297,0.2962962962962963,0.07407407407407407
1,P23,RAND,2.347962962962962,0.5185185185185185,0.48148148148148145,0.0
1,P24,RAND,2.2914814814814815,0.46296296296296297,0.48148148148148145,0.05555555555555555
1,P25,RAND,2.4190740740740733,0.6111111111111112,0.35185185185185186,0.037037037037037035
1,P26,TFT,2.41037037037037,0.5370370370370371,0.35185185185185186,0.1111111111111111
1,P27,TFT,2.465185185185186,0.5185185185185185,0.2962962962962963,0.18518518518518517
1,P28,TFTT,2.4212962962962963,0.16666666666666666,0.7222222222222222,0.1111111111111111
1,P29,TFTT,2.382592592592592,0.16666666666666666,0.7037037037037037,0.12962962962962962
1,P30,TFTT,2.4772222222222213,0.3148148148148148,0.5370370370370371,0.14814814814814814
1,P31,TFTT,2.4331481481481485,0.2037037037037037,0.7222222222222222,0.07407407407407407
1,P32,TTFT,2.3685185185185187,0.5740740740740741,0.3333333333333333,0.09259259259259259
1,P33,TTFT,2.408148148148148,0.48148148148148145,0.35185185185185186,0.16666666666666666
1,P34,FBF,2.449074074074074,0.3888888888888889,0.48148148148148145,0.12962962962962962
1,P35,FBF,2.4801851851851855,0.37037037037037035,0.3888888888888889,0.24074074074074073
1,P36,FBF,2.4016666666666655,0.3333333333333333,0.5740740740740741,0.09259259259259259
1,P37,STFT,2.3277777777777784,0.5185185185185185,0.46296296296296297,0.018518518518518517
1,P38,STFT,2.3424074074074075,0.5740740740740741,0.3888888888888889,0.037037037037037035
1,P39,STFT,2.3070370370370363,0.4444444444444444,0.5,0.05555555555555555
1,P40,STFT,2.2838888888888884,0.4444444444444444,0.48148148148148145,0.07407407407407407
1,P41,STFT,2.361111111111111,0.46296296296296297,0.4444444444444444,0.09259259259259259
1,P42,HTFT,2.359259259259259,0.7222222222222222,0.2037037037037037,0.07407407407407407
1,P43,HTFT,2.4470370370370365,0.5925925925925926,0.2037037037037037,0.2037037037037037
1,P44,HTFT,2.4231481481481487,0.7962962962962963,0.12962962962962962,0.07407407407407407
1,P45,HTFT,2.3590740740740745,0.5925925925925926,0.3148148148148148,0.09259259259259259
1,P46,HTFT,2.415185185185185,0.48148148148148145,0.2777777777777778,0.24074074074074073
1,P47,RTFT,2.2475925925925924,0.5185185185185185,0.4444444444444444,0.037037037037037035
